molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Molecule    73",4,0,0,1,0,2,0,-1,138.123,0.613,315.348,0.000,141.928,173.420,0.000,477.574,1.000,1.750,0.0007864,0.0055494,0.9369915,13.330,5.258,6.448,5.370,2.256,-1.601,-1.659,-1.571,113.136,-0.635,59.682,-3.332,9.445,0.571,1,-0.654,3,76.907,0.000,0.000,68.075,3,0,6,0,6,0,10,0,5.055
"Molecule    74",0,0,0,1,0,4,0,-2,170.121,1.963,340.980,0.000,251.913,89.068,0.000,523.896,4.000,4.250,0.0073575,0.0249281,0.9217204,13.095,6.465,12.482,12.021,-0.574,-0.688,-1.476,-1.416,10.247,-1.654,4.451,-5.464,9.350,0.610,3,-0.987,2,41.672,0.000,0.000,114.396,5,0,6,0,6,0,12,1,0.120
"Molecule    75",2,0,1,1,0,3,0,-2,131.134,4.547,317.494,117.115,200.380,0.000,0.000,479.212,4.000,4.000,0.0431490,0.0251973,0.9327830,11.098,5.099,11.792,10.983,-0.479,-0.537,-0.675,-0.812,31.572,-1.153,15.021,-6.987,9.014,-0.464,2,-0.996,2,50.972,0.000,0.000,105.027,5,0,0,0,0,0,9,0,0.004
"Molecule    76",5,0,0,0,0,1,0,-1,113.119,8.642,294.393,132.787,153.302,8.303,0.000,432.258,2.000,4.500,0.1727964,0.0216173,0.9391473,10.582,3.913,10.611,8.668,-1.136,-0.585,-0.591,-2.556,348.447,-0.656,158.290,-4.220,9.634,0.269,1,-0.805,2,65.794,0.000,0.000,73.884,4,0,5,0,5,1,8,0,1.582
"Molecule    77",8,0,0,0,0,0,0,1,78.129,5.716,248.726,174.046,46.968,0.000,27.712,344.076,0.000,4.000,0.0949601,0.0000000,0.9547268,7.616,1.998,4.994,7.087,-1.349,1.303,1.123,-2.265,141.418,0.288,2761.770,-2.385,9.199,-0.386,1,-1.453,2,57.538,0.000,0.000,20.205,1,0,0,0,0,0,4,0,32188.055
"Molecule    78",3,0,0,0,0,0,0,-1,136.113,5.481,297.369,0.000,175.604,121.765,0.000,441.685,2.000,5.000,0.0680160,0.0237788,0.9432167,12.685,5.027,10.515,10.312,-0.583,-2.095,-1.047,-3.032,214.117,-0.752,93.511,-4.327,8.947,0.327,1,-0.775,3,65.245,0.000,0.000,84.923,5,0,9,0,9,0,10,0,0.997
"Molecule    79",8,0,0,0,0,0,0,1,68.078,5.059,227.939,0.000,64.560,163.380,0.000,308.970,1.000,2.000,0.0828250,0.0087743,0.9696681,7.771,3.078,5.498,5.253,-0.080,-0.486,-0.406,-2.802,2419.237,0.106,1285.467,-2.134,9.518,-0.846,0,-0.824,3,87.041,0.000,0.000,28.240,2,0,5,0,5,0,5,0,542.347
"Molecule    80",0,0,0,0,0,3,0,-2,272.257,2.766,499.043,50.596,195.148,253.300,0.000,834.054,2.000,4.000,0.0091698,0.0113354,0.8586631,27.718,9.518,14.486,10.178,1.638,-3.421,-3.927,-5.027,139.738,-1.382,58.957,-3.936,9.307,0.593,5,-0.036,3,74.930,0.000,0.000,98.962,5,0,16,0,16,2,20,0,0.012
"Molecule    81",3,0,0,0,0,2,0,0,120.151,3.479,332.539,67.291,68.622,196.626,0.000,507.654,0.000,2.000,0.0238443,0.0000000,0.9254821,14.756,4.884,5.598,3.852,1.669,-1.033,-1.056,-3.675,2213.899,-0.091,1167.951,-1.900,9.548,-0.256,1,-0.528,3,96.590,0.000,0.000,37.799,1,0,6,0,6,0,9,0,108.189
"Molecule    82",9,0,0,0,0,0,0,1,68.078,3.112,228.052,0.000,71.896,156.155,0.000,309.170,1.000,1.500,0.0313315,0.0065775,0.9696082,7.710,3.080,4.526,4.761,0.260,-0.550,-0.457,-2.768,2061.135,0.054,1081.090,-2.294,9.743,-0.628,0,-0.785,3,87.784,0.000,0.000,31.047,2,0,5,0,5,0,5,0,338.284
"Molecule    83",12,0,0,0,0,0,0,-1,64.059,3.458,187.099,0.000,121.528,0.000,65.572,230.556,0.000,4.000,0.0518737,0.0000000,0.9718756,3.073,1.569,3.431,4.959,-1.562,1.523,1.422,-1.987,697.350,-0.133,766.197,-3.759,11.175,3.055,0,-1.783,2,68.691,0.000,0.000,44.366,2,0,0,0,0,0,3,0,1115.116
"Molecule    84",8,1,0,1,0,4,0,-1,125.142,8.413,281.013,98.598,180.249,0.000,2.166,407.582,2.000,4.000,0.1736539,0.0201302,0.9460508,7.589,3.858,9.349,7.609,-2.825,0.540,0.476,-1.324,12.221,-0.616,6.122,-6.520,10.788,-0.502,2,-1.096,2,29.860,0.000,0.000,83.874,4,0,0,0,0,0,7,1,0.131
"Molecule    86",9,0,0,0,1,0,0,-1,60.055,6.010,199.641,0.000,199.641,0.000,0.000,255.251,4.000,2.000,0.1415164,0.0200359,0.9747497,4.061,2.943,9.796,12.892,-2.199,1.001,0.410,-0.566,53.163,-0.837,53.024,-5.199,9.923,-1.133,2,-1.368,2,44.957,0.000,47.373,82.339,3,0,0,0,0,0,4,0,37.989
"Molecule    87",2,0,0,0,0,0,0,-2,152.112,5.017,308.486,0.000,237.424,71.062,0.000,462.025,3.000,5.000,0.0544812,0.0280734,0.9369290,13.015,5.489,12.112,11.879,-1.903,-3.016,-1.303,-2.891,55.514,-1.240,21.737,-5.645,9.251,0.572,0,-0.715,2,47.026,0.000,0.000,115.368,6,0,9,0,9,0,11,0,0.031
"Molecule    88",0,0,0,0,0,2,0,-1,256.257,3.984,491.041,50.372,157.838,282.831,0.000,816.636,2.000,4.250,0.0194348,0.0122401,0.8604648,27.945,9.296,14.740,10.573,1.735,-3.392,-3.536,-5.139,315.589,-0.978,142.220,-3.240,9.382,0.454,4,-0.072,3,81.834,0.000,0.000,80.222,4,0,16,0,16,2,19,0,0.060
"Molecule    89",0,0,0,0,0,2,0,0,151.165,3.550,366.250,93.880,111.340,161.030,0.000,563.697,2.000,3.250,0.0223586,0.0125493,0.9010543,16.659,5.754,9.934,8.142,0.513,-1.063,-1.469,-3.901,871.099,-0.471,426.157,-2.812,8.528,-0.095,1,-0.525,3,82.568,0.000,0.000,60.848,3,0,6,0,6,0,11,0,6.105
"Molecule    90",1,0,0,0,0,0,0,-1,180.166,4.783,368.917,158.091,141.767,69.059,0.000,584.381,1.000,5.000,0.0391437,0.0135532,0.9162932,17.892,5.467,10.187,8.430,-0.020,-1.394,-1.594,-3.216,448.250,-0.562,207.819,-3.889,9.018,0.469,0,-0.620,2,74.288,0.000,0.000,86.936,6,0,9,0,9,0,13,0,0.666
"Molecule    91",3,0,0,0,0,4,0,0,226.275,1.970,394.253,288.180,106.073,0.000,0.000,710.460,2.000,4.000,0.0054605,0.0143483,0.9766737,19.710,6.811,10.999,7.376,2.052,-2.335,-2.519,-1.909,977.254,-0.419,482.558,-3.090,10.947,0.529,0,-0.307,3,92.474,0.000,0.000,94.984,5,0,6,0,6,1,16,0,4.903
"Molecule    92",8,0,0,0,0,15,2,-2,457.433,12.870,688.611,230.955,278.635,179.021,0.000,1278.177,7.000,20.200,0.1295979,0.0776115,0.8271509,37.077,14.902,35.339,31.329,-2.579,-2.195,-2.274,-5.183,22.574,-3.056,8.218,-4.584,9.897,0.057,9,-1.639,2,10.156,0.000,0.000,190.674,12,2,18,0,18,10,32,2,0.076
"Molecule    93",1,0,0,0,0,1,1,2,240.353,6.641,445.007,92.751,12.088,168.561,171.606,726.476,0.000,2.750,0.0607149,0.0000000,0.8782387,23.887,7.406,10.178,4.567,3.464,-3.795,-3.561,-4.306,7607.906,0.820,10000.000,-1.052,8.897,2.831,1,-0.051,3,100.000,0.000,0.000,19.296,1,0,11,0,11,0,14,0,3.412
"Molecule    94",0,0,0,0,0,0,1,1,188.229,5.474,420.595,145.400,50.650,224.545,0.000,687.557,0.000,4.000,0.0435889,0.0000000,0.8957219,23.506,6.593,9.986,6.543,0.381,-1.188,-1.874,-4.290,3277.830,0.143,1784.999,-1.662,8.756,0.276,1,-0.456,3,92.098,0.000,0.000,34.801,3,0,11,0,11,0,14,0,33.085
"Molecule    95",1,0,0,1,0,3,1,-1,341.276,8.879,524.352,163.905,156.314,204.133,0.000,916.939,1.000,5.250,0.0859748,0.0100124,0.8705006,30.565,9.551,15.538,9.407,2.560,-3.570,-5.011,-2.793,82.637,-0.993,42.499,-3.393,8.892,1.738,2,-0.163,3,76.250,0.000,0.000,107.737,8,0,17,0,17,1,25,0,0.042
"Molecule    96",1,0,0,1,0,2,1,-1,180.160,3.659,374.524,89.254,124.239,161.030,0.000,598.276,1.000,4.500,0.0223787,0.0120152,0.9168248,18.043,6.145,9.737,8.017,1.189,-1.711,-1.578,-1.838,166.471,-0.542,90.604,-3.050,10.002,0.659,0,-0.759,3,73.667,0.000,0.000,80.567,4,0,6,0,6,0,13,0,5.938
"Molecule    97",0,0,0,0,0,3,0,-2,277.260,6.398,455.809,68.371,178.563,176.158,32.717,768.521,1.000,6.000,0.0532693,0.0131634,0.8901965,24.358,8.396,13.569,9.953,0.766,-2.282,-3.342,-4.149,200.717,-1.039,131.750,-3.902,9.948,1.665,1,-0.497,3,72.644,0.000,0.000,106.004,9,0,14,0,14,0,19,0,0.182
"Molecule    98",3,0,0,0,0,2,0,-1,184.194,2.284,342.333,205.560,136.773,0.000,0.000,574.819,2.000,4.000,0.0090781,0.0165244,0.9766445,15.566,5.708,9.782,7.901,0.643,-1.362,-1.766,-1.910,499.896,-0.513,233.816,-3.848,10.992,0.546,0,-0.521,3,79.016,0.000,0.000,100.082,5,0,6,0,6,1,13,0,1.923
"Molecule    99",2,0,0,0,0,1,0,-1,121.138,4.987,312.305,0.000,111.145,201.159,0.000,469.277,2.000,2.500,0.0530041,0.0113208,0.9351320,13.905,5.349,9.147,7.766,0.613,-0.961,-1.150,-3.541,874.799,-0.344,428.114,-2.763,9.899,0.300,1,-0.609,3,83.191,0.000,0.000,52.943,2,0,6,0,6,0,9,0,21.282
"Molecule   101",0,0,0,0,0,1,1,0,216.193,7.322,380.603,78.895,70.416,231.292,0.000,641.928,0.000,3.750,0.0835121,0.0000000,0.9455481,21.103,6.765,9.732,6.160,1.440,-1.303,-2.704,-3.516,2128.838,-0.022,1119.524,-1.906,9.176,1.099,2,-0.564,3,94.946,0.000,0.000,57.452,4,0,13,0,13,0,16,0,133.359
"Molecule   102",0,0,0,0,0,4,0,0,224.259,3.194,411.552,241.092,134.592,35.868,0.000,720.758,2.000,4.000,0.0141564,0.0137452,0.9446395,20.465,7.062,11.519,7.856,1.881,-2.223,-2.482,-2.599,524.282,-0.683,246.169,-3.490,10.298,0.572,1,-0.303,3,86.636,0.000,0.000,98.143,5,0,6,0,6,1,16,0,1.047
"Molecule   103",0,0,0,0,0,8,1,-2,272.257,1.215,521.301,22.825,235.103,263.373,0.000,865.798,3.000,4.000,0.0017050,0.0132902,0.8427275,25.874,10.344,15.198,10.933,1.367,-2.823,-3.725,-5.333,58.401,-2.126,22.961,-4.157,8.998,0.915,4,-0.256,3,66.563,0.000,0.000,111.175,5,0,12,0,12,0,20,0,0.029
"Molecule   104",1,0,0,0,0,0,0,0,194.193,4.842,400.566,240.039,102.342,58.185,0.000,647.511,0.000,5.000,0.0362135,0.0000000,0.9036257,20.315,5.435,9.307,6.700,-0.069,-0.924,-1.417,-3.369,1060.213,-0.272,526.983,-3.201,8.912,0.428,0,-0.840,3,80.690,0.000,0.000,73.329,6,0,9,0,9,0,14,0,7.900
"Molecule   105",1,0,0,0,0,7,0,-2,260.333,4.823,581.316,413.025,168.291,0.000,0.000,972.007,3.000,5.000,0.0239268,0.0148977,0.8163307,28.251,9.010,16.081,10.038,1.798,-3.760,-2.480,-4.504,251.188,-1.542,111.127,-3.949,9.757,-1.051,1,-0.103,3,80.428,0.000,0.000,107.567,6,0,0,0,0,0,18,0,0.005
"Molecule   106",7,0,0,0,0,2,1,1,165.403,1.880,291.082,21.459,90.679,0.000,178.945,428.111,2.000,3.400,0.0082588,0.0165188,0.9437422,9.695,4.682,7.989,6.936,0.620,-1.255,-1.310,-2.442,1367.708,0.203,6631.384,-2.999,10.882,0.455,0,-0.787,3,86.706,0.000,0.000,44.047,2,0,0,0,0,0,7,0,9.214
"Molecule   107",0,1,0,0,0,8,0,1,319.876,6.467,605.118,325.805,24.189,183.722,71.402,1086.744,1.000,4.000,0.0384852,0.0066103,0.8447794,33.955,10.515,14.862,6.254,4.195,-3.638,-3.663,-5.646,1456.851,0.429,2023.033,-2.613,8.388,0.826,4,0.465,3,100.000,0.000,0.000,24.417,3,0,10,0,10,0,22,0,0.180
"Molecule   108",1,1,0,0,0,5,0,2,274.792,3.120,547.924,193.982,4.219,278.314,71.409,952.637,0.000,3.000,0.0102184,0.0000000,0.8545352,31.418,9.556,11.742,4.837,3.416,-2.788,-3.188,-5.939,2253.165,0.797,3241.419,-2.199,9.199,0.089,4,0.369,3,100.000,0.000,0.000,14.349,2,0,12,0,12,0,19,0,0.856
"Molecule   109",1,1,0,1,0,1,0,-1,331.346,9.814,574.230,303.219,178.837,69.806,22.368,1006.052,1.000,6.000,0.0957259,0.0104488,0.8455889,34.133,9.385,17.342,9.954,0.277,-3.798,-3.022,-3.282,12.603,-0.711,8.167,-6.536,8.826,0.766,0,-0.002,2,48.263,22.368,0.000,99.139,6,0,19,3,16,7,24,1,0.000
"Molecule   110",0,0,0,0,0,4,0,-2,248.299,6.821,465.696,0.000,192.004,273.616,0.077,774.880,3.000,6.000,0.0600372,0.0223156,0.8760959,24.901,9.370,16.754,13.428,0.967,-2.745,-2.691,-4.842,149.668,-1.345,63.560,-3.710,8.962,0.284,2,-0.494,3,71.541,0.000,0.000,88.231,4,0,12,0,12,0,17,0,0.257
"Molecule   111",0,0,0,0,0,1,0,0,139.154,8.899,337.157,145.018,103.656,88.483,0.000,522.636,1.000,3.250,0.1515308,0.0096394,0.9306785,14.965,4.817,9.592,6.283,0.742,-1.312,-1.247,-3.076,1030.214,-0.295,510.885,-3.022,8.296,-0.140,4,-0.543,3,85.217,0.000,0.000,53.660,3,0,6,0,6,0,10,0,6.570
"Molecule   112",0,0,0,0,0,0,0,1,284.744,4.352,519.438,120.696,59.864,267.628,71.251,890.118,0.000,4.000,0.0212758,0.0000000,0.8615147,32.024,9.289,13.078,7.162,2.996,-3.807,-3.919,-5.049,2680.438,0.201,3527.770,-1.680,9.103,0.785,1,0.132,3,100.000,0.000,0.000,46.568,3,0,17,0,12,1,20,0,0.315
"Molecule   113",1,0,0,1,0,4,0,-1,296.152,0.398,498.228,34.757,87.927,271.855,103.690,854.993,2.000,2.500,0.0001852,0.0070962,0.8744027,28.091,9.919,13.713,7.911,4.502,-5.326,-4.803,-3.053,367.869,-0.190,789.529,-1.798,8.546,0.204,4,0.038,3,100.000,0.000,0.000,55.292,3,0,12,0,12,0,19,0,0.414
"Molecule   114",0,1,0,0,0,7,0,1,309.450,2.167,629.715,270.338,26.851,332.527,0.000,1116.606,1.000,2.750,0.0042045,0.0043671,0.8265848,37.214,11.339,14.734,6.308,4.811,-4.386,-4.088,-6.650,1374.595,0.278,771.934,-2.233,8.844,-0.035,4,0.831,3,100.000,0.000,0.000,21.611,2,0,18,0,18,5,23,0,0.074
"Molecule   115",1,1,0,0,0,6,0,2,255.359,1.693,560.512,202.900,6.649,350.962,0.000,965.127,0.000,3.700,0.0029692,0.0000000,0.8426295,31.969,9.663,11.920,5.821,3.272,-2.686,-2.451,-6.478,2136.705,0.538,1243.496,-1.892,9.277,-0.142,5,0.175,3,100.000,0.000,0.000,12.212,2,0,12,0,12,0,19,0,6.451
"Molecule   116",0,0,0,0,0,14,0,-2,504.631,5.795,800.770,575.761,203.419,21.590,0.000,1551.277,4.000,12.800,0.0216446,0.0319692,0.8093142,47.145,15.071,28.464,18.555,2.018,-4.000,-4.944,-4.720,116.649,-2.351,48.502,-3.848,8.234,1.260,4,-0.250,2,49.838,0.000,0.000,127.887,12,2,22,0,22,10,36,0,0.007
"Molecule   117",0,0,0,0,0,5,0,-2,254.245,3.514,470.863,239.287,188.351,43.225,0.000,796.528,2.000,8.400,0.0155029,0.0252290,0.8825471,22.925,7.753,14.888,12.528,-0.333,-1.647,-1.850,-3.639,162.093,-1.350,69.215,-4.358,9.080,0.627,2,-0.804,3,64.548,0.000,0.000,115.755,8,0,9,0,9,0,18,0,0.251
"Molecule   118",1,1,0,1,0,2,0,-1,320.323,8.716,552.330,268.239,180.177,74.639,29.275,963.667,1.000,6.500,0.0788351,0.0117683,0.8542486,31.841,9.001,16.611,10.218,-0.202,-3.302,-2.804,-3.165,12.240,-0.733,8.633,-6.448,8.813,0.909,0,-0.244,2,45.231,29.275,0.000,103.585,7,0,16,0,16,4,23,1,0.000
"Molecule   119",0,0,0,0,0,2,0,1,234.257,2.910,485.884,348.723,30.915,106.245,0.000,811.504,0.000,3.000,0.0104382,0.0000000,0.8659503,26.053,6.681,9.470,4.335,3.039,-3.528,-3.316,-4.208,5043.458,0.168,2843.913,-1.523,9.152,0.704,4,0.086,3,100.000,0.000,0.000,49.722,6,0,11,0,11,0,17,0,2.082
"Molecule   120",1,0,0,1,0,3,0,-1,281.234,4.110,496.691,0.319,99.870,280.609,115.893,828.854,1.000,1.500,0.0203773,0.0030200,0.8591405,27.770,8.010,12.002,5.823,5.228,-4.462,-4.994,-3.342,283.420,-0.235,694.689,-2.084,8.573,0.786,3,0.281,3,88.494,115.893,0.000,56.558,3,1,12,0,12,0,20,0,0.040
"Molecule   121",3,0,0,0,2,7,0,-2,490.616,13.565,884.369,549.234,202.394,131.996,0.744,1577.747,1.000,6.000,0.1166279,0.0067845,0.7411222,53.753,15.921,24.102,13.308,4.173,-7.474,-6.087,-3.602,51.969,-2.313,50.157,-4.113,9.792,0.793,4,0.762,1,82.087,0.000,45.333,152.196,9,0,17,0,17,7,34,1,0.000
"Molecule   122",0,0,0,0,0,7,0,0,198.218,2.347,425.250,183.111,98.121,144.018,0.000,695.694,2.000,4.900,0.0079165,0.0162955,0.8928929,18.568,6.876,11.027,8.601,1.060,-1.396,-1.815,-3.952,1162.565,-0.679,582.181,-2.148,8.874,-0.168,4,-0.633,3,88.018,0.000,0.000,59.023,4,0,6,0,6,0,14,0,56.562
"Molecule   123",0,1,0,0,0,6,0,1,375.870,5.012,684.560,212.104,66.732,287.948,117.777,1196.995,1.000,4.750,0.0209872,0.0069388,0.7964313,40.647,12.297,17.891,8.640,4.307,-4.508,-4.663,-6.925,575.417,0.188,1330.392,-3.222,9.291,0.792,3,0.684,3,100.000,46.329,0.000,49.633,3,0,18,0,18,5,26,0,0.001
"Molecule   124",0,1,0,0,0,5,0,1,234.341,5.141,516.036,354.911,34.348,126.777,0.000,889.210,1.000,4.500,0.0297225,0.0087203,0.8666055,27.432,7.856,12.448,6.851,2.263,-1.771,-1.539,-5.021,1167.027,0.356,646.750,-3.288,8.725,-0.141,5,-0.023,3,95.088,0.000,0.000,34.402,3,0,6,0,6,0,17,0,1.011
"Molecule   125",11,0,0,0,0,1,0,1,60.096,2.082,245.660,196.883,48.778,0.000,0.000,338.095,1.000,1.700,0.0128164,0.0069201,0.9554075,6.734,1.978,3.612,3.561,0.050,0.383,-0.049,-2.254,3414.597,0.147,1865.636,-2.322,11.080,-3.236,1,-0.782,3,90.479,0.000,0.000,22.249,1,0,0,0,0,0,4,0,222.175
"Molecule   126",0,0,0,0,0,1,1,1,230.309,4.827,494.504,286.021,23.445,185.038,0.000,844.976,0.000,4.000,0.0275714,0.0000000,0.8740949,28.787,7.567,11.355,6.047,2.868,-3.331,-2.768,-4.452,5937.052,0.299,3392.255,-1.204,8.703,0.234,2,-0.041,3,100.000,0.000,0.000,30.055,3,0,11,0,11,0,17,0,6.725
"Molecule   127",0,0,0,0,0,2,0,1,260.246,4.473,466.235,259.652,40.273,166.310,0.000,792.028,0.000,4.500,0.0252641,0.0000000,0.8879480,25.847,7.113,10.610,6.238,2.187,-2.409,-3.292,-4.138,4111.456,0.102,2280.377,-1.484,8.614,0.703,4,-0.371,3,100.000,0.000,0.000,54.851,5,0,13,0,13,0,19,0,36.391
"Molecule   128",0,1,0,1,0,2,0,0,351.352,6.896,589.473,311.486,168.439,76.923,32.625,1036.325,1.000,6.000,0.0458822,0.0101786,0.8401655,34.770,9.574,16.849,9.752,-0.398,-4.124,-3.616,-3.404,15.816,-0.669,11.880,-6.223,8.628,0.831,1,0.032,2,46.075,32.625,0.000,95.975,6,0,16,0,16,4,25,1,0.000
"Molecule   129",1,0,0,0,0,9,5,0,330.350,8.589,539.397,395.417,69.078,0.000,74.901,973.130,0.000,5.500,0.0758064,0.0000000,0.8804485,27.012,8.380,12.289,4.945,2.391,-3.201,-3.537,-3.466,2191.959,-0.389,2972.075,-1.929,9.276,2.462,2,-0.410,3,100.000,0.000,0.000,73.861,6,0,0,0,0,0,19,0,14.798
"Molecule   130",1,0,0,1,0,3,0,-1,241.289,2.550,499.089,144.299,91.348,263.443,0.000,835.804,1.000,1.500,0.0077777,0.0030055,0.8597845,27.884,8.654,11.227,5.614,3.694,-4.103,-4.167,-3.250,341.389,-0.441,196.918,-1.987,8.317,0.494,5,0.300,3,93.916,0.000,0.000,54.778,3,0,12,0,12,0,18,0,0.125
"Molecule   131",1,0,0,0,0,6,0,0,182.219,0.850,419.617,165.264,93.821,160.532,0.000,683.155,2.000,4.150,0.0010572,0.0139865,0.8939731,18.866,6.841,10.672,8.152,1.290,-1.614,-1.756,-4.013,1277.015,-0.581,644.370,-2.107,9.110,-0.231,4,-0.527,3,90.095,0.000,0.000,49.984,3,0,6,0,6,0,13,0,34.629
"Molecule   132",1,0,0,0,0,6,0,-2,218.252,5.072,472.735,234.436,238.299,0.000,0.000,778.691,4.000,5.000,0.0330331,0.0211535,0.8658801,21.157,7.967,15.679,11.938,0.030,-2.089,-1.689,-3.702,54.464,-1.917,21.293,-5.335,10.015,-1.076,2,-0.535,2,58.193,0.000,0.000,125.047,6,0,0,0,0,0,15,0,0.008
"Molecule   133",0,1,0,0,0,7,0,1,309.450,2.952,586.981,272.331,18.354,296.296,0.000,1093.417,0.000,4.000,0.0079686,0.0000000,0.8744434,35.939,10.671,13.622,5.668,3.935,-3.520,-3.460,-5.703,1654.829,0.380,943.357,-2.205,9.157,-0.052,4,0.425,3,100.000,0.000,0.000,22.146,2,0,12,0,12,0,23,0,2.507
"Molecule   134",0,0,0,0,0,1,1,0,216.193,8.129,406.336,88.911,72.083,245.343,0.000,667.569,0.000,3.750,0.0989885,0.0000000,0.9090975,22.263,6.797,10.309,6.329,1.612,-1.791,-2.704,-4.173,2052.758,-0.078,1076.341,-1.888,8.875,0.962,2,-0.490,3,95.672,0.000,0.000,54.445,4,0,13,0,13,0,16,0,45.306
"Molecule   135",0,0,0,0,1,2,0,0,183.250,4.025,402.377,323.384,78.993,0.000,0.000,672.661,1.000,4.500,0.0240850,0.0111835,0.9227055,19.482,5.516,9.801,9.167,0.521,-0.664,-0.798,-1.408,953.603,-0.176,914.366,-2.783,9.787,-0.396,1,-0.739,3,83.320,0.000,33.598,54.333,3,0,6,0,6,3,13,0,51.880
"Molecule   136",2,0,0,0,0,6,0,2,416.133,4.675,648.440,50.068,32.980,311.800,253.591,1154.361,0.000,3.700,0.0189313,0.0000000,0.8207103,39.169,13.154,15.957,6.035,6.129,-5.823,-7.213,-5.920,4821.101,0.498,10000.000,-0.453,9.445,0.695,3,0.725,1,100.000,0.000,0.000,20.757,3,1,17,0,17,0,25,1,0.030
"Molecule   137",0,0,0,0,1,7,1,-2,298.344,8.020,623.223,122.379,133.611,367.234,0.000,1041.663,2.000,6.500,0.0617509,0.0147498,0.7973943,34.546,11.812,18.524,14.061,1.860,-3.418,-2.816,-5.187,356.118,-1.259,251.936,-2.016,9.314,0.675,4,-0.446,3,83.503,0.000,22.271,103.224,6,0,12,0,12,0,22,0,1.097
"Molecule   138",0,0,0,1,0,3,0,-1,282.222,3.912,493.050,0.320,105.809,268.349,118.572,816.633,1.000,2.500,0.0187431,0.0050705,0.8569568,27.164,7.812,12.322,6.758,4.838,-4.375,-4.637,-3.319,248.951,-0.287,624.592,-2.236,8.750,0.978,3,0.067,3,100.000,118.572,0.000,65.053,4,0,12,0,12,0,20,0,0.067
"Molecule   139",0,1,0,1,0,1,0,0,361.372,6.776,594.160,357.321,150.530,64.267,22.044,1060.296,0.000,7.250,0.0432985,0.0000000,0.8463422,36.251,9.443,16.453,9.538,-0.389,-3.059,-3.086,-3.243,23.384,-0.445,15.864,-6.034,8.882,0.836,1,-0.447,2,49.170,22.044,0.000,95.569,7,0,19,0,19,6,26,0,0.000
"Molecule   140",0,0,0,0,0,5,0,-1,345.415,7.215,593.697,335.577,69.222,165.298,23.600,1056.068,1.000,8.000,0.0492900,0.0134749,0.8447500,34.478,10.074,17.400,13.493,2.230,-2.213,-3.959,-4.832,86.990,-0.327,1550.797,-1.733,8.680,0.698,7,-0.269,2,74.718,0.000,0.000,66.388,6,0,15,0,15,0,24,1,39.106
"Molecule   141",0,1,0,0,0,6,0,2,269.386,1.464,571.342,250.628,8.903,311.811,0.000,1002.945,0.000,3.700,0.0021365,0.0000000,0.8481134,33.109,9.788,12.283,5.597,3.485,-2.900,-2.749,-6.203,2034.118,0.518,1179.092,-2.072,9.156,-0.163,6,0.285,3,100.000,0.000,0.000,12.636,2,0,12,0,12,0,20,0,2.807
"Molecule   142",0,1,0,0,0,12,0,1,335.486,1.682,671.631,492.083,15.459,164.090,0.000,1226.759,0.000,5.700,0.0023049,0.0000000,0.8251641,36.803,10.880,14.235,5.524,4.081,-2.787,-2.865,-5.870,1762.793,0.087,1010.053,-2.137,9.118,-0.210,3,0.145,3,100.000,0.000,0.000,36.001,4,0,6,0,6,0,24,0,3.998
"Molecule   143",0,0,0,0,0,6,0,-1,383.369,3.185,598.417,223.327,59.723,201.881,113.486,1060.440,1.000,8.000,0.0095661,0.0133686,0.8403982,34.360,9.734,17.225,13.499,2.782,-2.521,-4.709,-5.077,107.040,-0.083,6029.963,-1.333,8.941,0.762,6,-0.303,3,79.557,88.484,0.000,74.597,7,0,15,0,15,0,26,0,53.657
"Molecule   144",0,0,0,0,0,6,0,1,339.390,3.506,578.670,354.905,12.017,211.748,0.000,1061.523,0.000,4.000,0.0115769,0.0000000,0.8696683,34.498,9.723,13.004,5.250,4.437,-4.112,-5.384,-4.651,7619.716,0.096,4442.439,-0.419,8.794,0.934,6,0.375,3,100.000,0.000,0.000,42.616,5,0,16,0,16,0,25,0,9.998
"Molecule   145",0,0,0,0,0,5,1,-1,278.310,4.647,548.063,358.227,131.645,58.191,0.000,937.381,0.000,7.000,0.0230368,0.0000000,0.8451720,28.705,8.215,13.015,8.121,1.159,-2.124,-2.276,-4.315,559.125,-0.967,263.898,-3.261,8.912,0.432,1,-0.746,3,82.905,0.000,0.000,97.903,7,0,9,0,9,0,20,0,1.148
"Molecule   146",0,0,0,0,0,3,0,0,179.218,6.125,437.789,233.953,56.978,146.858,0.000,688.787,1.000,3.250,0.0544716,0.0074237,0.8615687,20.887,6.069,9.989,6.163,1.585,-2.408,-1.970,-4.472,2854.788,-0.129,1537.346,-1.764,8.462,-0.180,1,-0.242,3,100.000,0.000,0.000,46.066,3,0,6,0,6,0,13,0,6.691
